3.035392,0.0,0.0,0.0,0.0
13.0374,0.0,0.0,0.0,0.0
13.039411,0.0,0.0,0.0,0.0
13.041424,0.0,0.0,0.0,0.0
13.043436,0.0,0.0,0.0,0.0
13.045451,0.0,0.0,0.0,0.0
13.047461,0.0,0.0,0.0,0.0
13.049474,0.0,0.0,0.0,0.0
13.051486,0.0,0.0,0.0,0.0
13.053495,0.0,0.0,0.0,0.0
13.055509,0.0,0.0,0.0,0.0
13.057521,0.0,0.0,0.0,0.0
13.059531,0.0,0.0,0.0,0.0
13.061544,0.0,0.0,0.0,0.0
13.063557,0.0,0.0,0.0,0.0
13.065564,0.0,0.0,0.0,0.0
13.067566,0.0,0.0,0.0,0.0
13.069576,0.0,0.0,0.0,0.0
13.071583,0.0,0.0,0.0,0.0
13.073596,0.0,0.0,0.0,0.0
13.075609,0.0,0.0,0.0,0.0
13.077617,0.0,0.0,0.0,0.0
13.07963,0.0,0.0,0.0,0.0
13.081641,0.0,0.0,0.0,0.0
13.083648,0.0,0.0,0.0,0.0
13.085662,0.0,0.0,0.0,0.0
13.087674,0.0,0.0,0.0,0.0
13.089683,0.0,0.0,0.0,0.0
13.091697,0.0,0.0,0.0,0.0
13.09371,0.0,0.0,0.0,0.0
13.095715,0.0,0.0,0.0,0.0
13.097729,0.0,0.0,0.0,0.0
13.099742,0.0,0.0,0.0,0.0
13.101751,0.0,0.0,0.0,0.0
13.103764,0.0,0.0,0.0,0.0
13.105772,0.0,0.0,0.0,0.0
13.107781,0.0,0.0,0.0,0.0
13.109792,0.0,0.0,0.0,0.0
13.111798,0.0,0.0,0.0,0.0
13.113812,0.0,0.0,0.0,0.0
13.115824,0.0,0.0,0.0,0.0
13.117835,0.0,0.0,0.0,0.0
13.119836,0.0,0.0,0.0,0.0
13.121849,0.0,0.0,0.0,0.0
13.123859,0.0,0.0,0.0,0.0
13.125872,0.0,0.0,0.0,0.0
13.127885,0.0,0.0,0.0,0.0
13.129895,0.0,0.0,0.0,0.0
13.131898,0.0,0.0,0.0,0.0
13.133911,0.0,0.0,0.0,0.0
13.135919,0.0,0.0,0.0,0.0
13.137932,0.0,0.0,0.0,0.0
13.139945,0.0,0.0,0.0,0.0
13.141955,0.0,0.0,0.0,0.0
13.143968,0.0,0.0,0.0,0.0
13.145971,0.0,0.0,0.0,0.0
13.147981,0.0,0.0,0.0,0.0
13.149983,0.0,0.0,0.0,0.0
13.151998,0.0,0.0,0.0,0.0
13.154006,0.0,0.0,0.0,0.0
13.156016,0.0,0.0,0.0,0.0
13.158029,0.0,0.0,0.0,0.0
13.160037,0.0,0.0,0.0,0.0
13.162048,0.0,0.0,0.0,0.0
13.164061,0.0,0.0,0.0,0.0
13.166069,0.0,0.0,0.0,0.0
13.168081,0.0,0.0,0.0,0.0
13.170091,0.0,0.0,0.0,0.0
13.172099,0.0,0.0,0.0,0.0
13.174111,0.0,0.0,0.0,0.0
13.176121,0.0,0.0,0.0,0.0
13.178122,0.0,0.0,0.0,0.0
13.180136,0.0,0.0,0.0,0.0
13.182144,0.0,0.0,0.0,0.0
13.184156,0.0,0.0,0.0,0.0
13.186157,0.0,0.0,0.0,0.0
13.188168,0.0,0.0,0.0,0.0
13.190182,0.0,0.0,0.0,0.0
13.192195,0.0,0.0,0.0,0.0
13.194205,0.0,0.0,0.0,0.0
13.196218,0.0,0.0,0.0,0.0
13.198232,0.0,0.0,0.0,0.0
13.20024,0.0,0.0,0.0,0.0
13.202251,0.0,0.0,0.0,0.0
13.204261,0.0,0.0,0.0,0.0
13.206268,0.0,0.0,0.0,0.0
13.20828,0.0,0.0,0.0,0.0
13.210292,0.0,0.0,0.0,0.0
13.212299,0.0,0.0,0.0,0.0
13.214303,0.0,0.0,0.0,0.0
13.216315,0.0,0.0,0.0,0.0
13.218325,0.0,0.0,0.0,0.0
13.220334,0.0,0.0,0.0,0.0
13.222347,0.0,0.0,0.0,0.0
13.224357,0.0,0.0,0.0,0.0
13.226358,0.0,0.0,0.0,0.0
13.228372,0.0,0.0,0.0,0.0
13.230383,0.0,0.0,0.0,0.0
13.232397,0.0,0.0,0.0,0.0
13.23441,0.0,0.0,0.0,0.0
13.236421,0.0,0.0,0.0,0.0
13.238424,0.0,0.0,0.0,0.0
13.240436,0.0,0.0,0.0,0.0
13.242448,0.0,0.0,0.0,0.0
13.244461,0.0,0.0,0.0,0.0
13.246473,0.0,0.0,0.0,0.0
13.248474,0.0,0.0,0.0,0.0
13.250487,0.0,0.0,0.0,0.0
13.252496,0.0,0.0,0.0,0.0
13.254499,0.0,0.0,0.0,0.0
13.256513,0.0,0.0,0.0,0.0
13.258523,0.0,0.0,0.0,0.0
13.260526,0.0,0.0,0.0,0.0
13.262536,0.0,0.0,0.0,0.0
13.264545,0.0,0.0,0.0,0.0
13.266558,0.0,0.0,0.0,0.0
13.268572,0.0,0.0,0.0,0.0
13.270582,0.0,0.0,0.0,0.0
13.27259,0.0,0.0,0.0,0.0
13.274601,0.0,0.0,0.0,0.0
13.27661,0.0,0.0,0.0,0.0
13.278624,0.0,0.0,0.0,0.0
13.280635,0.0,0.0,0.0,0.0
13.282644,0.0,0.0,0.0,0.0
13.284646,0.0,0.0,0.0,0.0
13.286649,0.0,0.0,0.0,0.0
13.288659,0.0,0.0,0.0,0.0
13.290662,0.0,0.0,0.0,0.0
13.292675,0.0,0.0,0.0,0.0
13.294685,0.0,0.0,0.0,0.0
13.296688,0.0,0.0,0.0,0.0
13.298698,0.0,0.0,0.0,0.0
13.300704,0.0,0.0,0.0,0.0
13.302713,0.0,0.0,0.0,0.0
13.30472,0.0,0.0,0.0,0.0
13.306731,0.0,0.0,0.0,0.0
13.308742,0.0,0.0,0.0,0.0
13.310751,0.0,0.0,0.0,0.0
13.312763,0.0,0.0,0.0,0.0
13.314772,0.0,0.0,0.0,0.0
13.316783,0.0,0.0,0.0,0.0
13.318784,0.0,0.0,0.0,0.0
13.320786,0.0,0.0,0.0,0.0
13.322795,0.0,0.0,0.0,0.0
13.324809,0.0,0.0,0.0,0.0
13.326821,0.0,0.0,0.0,0.0
13.328828,0.0,0.0,0.0,0.0
13.330829,0.0,0.0,0.0,0.0
13.332843,0.0,0.0,0.0,0.0
13.334852,0.0,0.0,0.0,0.0
13.336865,0.0,0.0,0.0,0.0
13.338877,0.0,0.0,0.0,0.0
13.340889,0.0,0.0,0.0,0.0
13.342902,0.0,0.0,0.0,0.0
13.344912,0.0,0.0,0.0,0.0
13.346921,0.0,0.0,0.0,0.0
13.348923,0.0,0.0,0.0,0.0
13.350932,0.0,0.0,0.0,0.0
13.352941,0.0,0.0,0.0,0.0
13.354942,0.0,0.0,0.0,0.0
13.356955,0.0,0.0,0.0,0.0
13.358964,0.0,0.0,0.0,0.0
13.360979,0.0,0.0,0.0,0.0
13.362988,0.0,0.0,0.0,0.0
13.364999,0.0,0.0,0.0,0.0
13.367012,0.0,0.0,0.0,0.0
13.369022,0.0,0.0,0.0,0.0
13.371035,0.0,0.0,0.0,0.0
13.373049,0.0,0.0,0.0,0.0
13.375058,0.0,0.0,0.0,0.0
13.377059,0.0,0.0,0.0,0.0
13.379072,0.0,0.0,0.0,0.0
13.381081,0.0,0.0,0.0,0.0
13.383082,0.0,0.0,0.0,0.0
13.385093,0.0,0.0,0.0,0.0
13.387102,0.0,0.0,0.0,0.0
13.389116,0.0,0.0,0.0,0.0
13.391129,0.0,0.0,0.0,0.0
